MA5,MA10,EMA12,EMA26,Return,Volatility,RSI,MACD,MACD_signal,BB_upper,BB_lower,Momentum
,,,,,,,,,,,
216.17169189453125,214.35511016845703,214.03676733609993,212.08335626697288,0.003216164094198115,0.0036849250089501513,77.17531810419966,1.9534110691270428,1.257109731492902,218.54350698019303,210.16671335672103,4.27545166015625
216.25294494628906,214.71397399902344,214.24914013850884,212.33030695473474,-0.008415374330442815,0.005293398719683748,77.62587720195593,1.9188331837740975,1.3894544219491414,218.53948427638272,210.88846372166415,0.4062652587890625
215.23147583007812,214.68205718994142,213.74429336464567,212.22936837352464,-0.02065552165062834,0.010037877164740347,56.81316384309883,1.5149249911210347,1.4145485357835201,218.63775956678808,210.72635481309476,-5.1073455810546875
214.8774383544922,214.73041534423828,213.81563874394297,212.37593651845452,0.015359712425344396,0.013586606039281529,63.4789123630954,1.4397022254884462,1.4195792737245054,218.64570549378502,210.81512519469155,-1.7701873779296875
214.47890930175782,214.89775543212892,213.92958504069813,212.53744415952096,0.001625762251913354,0.01351521305104755,61.255880199018016,1.3921408811771698,1.4140915952150384,218.59930504722595,211.19620581703188,-1.992645263671875
214.09393005371095,215.1328109741211,214.1435712814321,212.74359611848007,0.0035617969241656944,0.013547960467225397,59.18565091251218,1.3999751629520176,1.4112683087624343,218.58006643932143,211.68555550892077,-1.924896240234375
213.39166870117188,214.82230682373046,213.7993116672214,212.68154335333804,-0.01585827585434707,0.014818904850430126,51.41468578577615,1.1177683138833459,1.3525683097866166,218.83185696250868,210.81275668495223,-3.5113067626953125
214.21967468261718,214.72557525634767,214.00059695159118,212.86125614313707,0.015109454109115905,0.012773361531175306,53.05417119261258,1.139340808454108,1.309922809520115,218.64650333795166,210.80464717474368,4.1400299072265625
215.38430480957032,215.13087158203126,214.9283803382454,213.3923622780783,0.022888644744353703,0.014744854286327441,63.37303338583918,1.5360180601670947,1.355141859649511,220.27452034536003,209.9872228187025,5.823150634765625
